global_point_id,trajectory_id,trajectory_type,point_id,surface_x,surface_y,surface_z,surface_u,surface_v,normal_x,normal_y,normal_z,nozzle_x,nozzle_y,nozzle_z,spray_dir_x,spray_dir_y,spray_dir_z,qx,qy,qz,qw,speed,cumulative_time,spray_on
10,6,transition,0,-0.05019613799461581,0.009044597917466526,-0.2717062951709184,0.053974604403,0.02466061129,0.4513542711922176,-0.08044777427658634,0.8887111327593942,0.4011581331976018,-0.07140317635911982,0.6170048375884758,-0.4513542711922176,0.08044777427658634,-0.8887111327593942,0.4179232594685112,-0.8773230394643199,-0.137241809794098,0.1918570281869902,50.0,0.02396872995907843,0
11,6,transition,1,-0.04124712120612996,0.007445351790927736,-0.27507439119252625,0.042731755753,0.024611672667,0.20084848540579908,-0.3595944208173771,0.9112363790077807,0.15960136419966914,-0.3521490690264493,0.6361619878152545,-0.20084848540579908,0.3595944208173771,-0.9112363790077807,0.3855295579619159,-0.8983235215898447,-0.20953198602071738,0.02186680887380665,50.0,0.03138587025175478,0
12,7,spray,0,-0.04124712120612996,0.007445351790927736,-0.27507439119252625,0.042731755753,0.024611672667,0.20084848540579908,-0.3595944208173771,0.9112363790077807,0.15960136419966914,-0.3521490690264493,0.6361619878152545,-0.20084848540579908,0.3595944208173771,-0.9112363790077807,-0.7761972180584725,-0.5942525289657408,-0.03023794386932968,0.2084885542341952,50.0,0.03138587025175478,1
13,7,spray,1,-0.09853969414540517,-0.012929098036080725,-0.26580594139730596,0.096387530457,0.014643961769,0.27597814823849964,-0.28204840615471355,0.9188496929750996,0.17743845409309447,-0.29497750419079427,0.6530437515777936,-0.27597814823849964,0.28204840615471355,-0.9188496929750996,-0.7707173638435489,-0.6044994553823851,0.02199392851420914,0.20022842111189448,50.0,0.03263033697278155,1
14,8,transition,0,-0.09853969414540517,-0.012929098036080725,-0.26580594139730596,0.096387530457,0.014643961769,0.27597814823849964,-0.28204840615471355,0.9188496929750996,0.17743845409309447,-0.29497750419079427,0.6530437515777936,-0.27597814823849964,0.28204840615471355,-0.9188496929750996,-0.6479436231323713,0.7345705600755079,0.20116361295292834,-0.010409338892298387,50.0,0.03263033697278155,0
15,8,transition,1,-0.09880245000704138,-0.014601536754702433,-0.26619573751525877,0.096333938529,0.012516378735,0.2741953458387068,-0.2925526188432326,0.9160949063979988,0.17539289583166542,-0.307154155597935,0.64989916888274,-0.2741953458387068,0.2925526188432326,-0.9160949063979988,-0.6468269595484758,0.7346171367455798,0.20472425857581714,-0.006365905401634068,50.0,0.0328851651881879,0
16,9,spray,0,-0.09880245000704138,-0.014601536754702433,-0.26619573751525877,0.096333938529,0.012516378735,0.2741953458387068,-0.2925526188432326,0.9160949063979988,0.17539289583166542,-0.307154155597935,0.64989916888274,-0.2741953458387068,0.2925526188432326,-0.9160949063979988,0.5431642494736443,0.8142604321055594,0.046595245518966585,-0.19945282624226665,50.0,0.0328851651881879,1
17,9,spray,1,-0.03391978972113587,0.0030562335400550356,-0.28264924676474357,0.031488907102,0.024562734044,-0.006593952761100562,0.18777247151177479,0.9821904187729303,-0.04051374248223644,0.19082870505182983,0.6995411720081868,0.006593952761100565,-0.18777247151177479,-0.9821904187729303,0.5409740142114944,0.8357286194299959,-0.07736878850606954,0.05402648589939897,50.0,0.043785934600357665,1
18,10,transition,0,-0.03391978972113587,0.0030562335400550356,-0.28264924676474357,0.031488907102,0.024562734044,-0.006593952761100562,0.18777247151177479,0.9821904187729303,-0.04051374248223644,0.19082870505182983,0.6995411720081868,0.006593952761100565,-0.18777247151177479,-0.9821904187729303,0.25608567793976866,0.9620370756579988,-0.09028167063279186,0.02745925274451147,50.0,0.043785934600357665,0
19,10,transition,1,-0.023711473782068258,0.013920351133448305,-0.28556510160097287,0.020246058452,0.02451379542,-0.18226825827958065,0.26627437501800727,0.9465073899513399,-0.2059797320616489,0.2801947261514556,0.6609422883503671,0.18226825827958065,-0.26627437501800727,-0.9465073899513399,0.24579524481970938,0.9554257650909824,-0.10768247189354421,0.12308854646646107,50.0,0.04762547380470513,0
20,11,spray,0,-0.023711473782068258,0.013920351133448305,-0.28556510160097287,0.020246058452,0.02451379542,-0.18226825827958065,0.26627437501800727,0.9465073899513399,-0.2059797320616489,0.2801947261514556,0.6609422883503671,0.18226825827958065,-0.26627437501800727,-0.9465073899513399,-0.904504371579526,0.39385979328841975,-0.13857497182345935,-0.08685207083574648,50.0,0.04762547380470513,1
21,11,spray,1,-0.09909691219321269,-0.016312212690856413,-0.26667861062694603,0.096280346602,0.010388795702,0.368502463689146,-0.22430781991812304,0.9021595957360363,0.2694055514959333,-0.24062003260897946,0.6354809851090903,-0.368502463689146,0.22430781991812304,-0.9021595957360364,-0.8875248592064563,0.40420220454443107,0.21960345149102276,0.026353865470018528,50.0,0.061737701959444655,1
22,12,transition,0,-0.09909691219321269,-0.016312212690856413,-0.26667861062694603,0.096280346602,0.010388795702,0.368502463689146,-0.22430781991812304,0.9021595957360363,0.2694055514959333,-0.24062003260897946,0.6354809851090903,-0.368502463689146,0.22430781991812304,-0.9021595957360364,-0.761825618267118,-0.6088526301330572,0.07578975572793327,0.20778863072526857,50.0,0.061737701959444655,0
23,12,transition,1,-0.09897567485047735,-0.017354161646690795,-0.2666258298240412,0.096226754674,0.008261212668,0.3740580724161375,-0.20129841976887802,0.9052952582770311,0.2750823975656601,-0.21865258141556881,0.6386694284529899,-0.3740580724161375,0.20129841976887802,-0.9052952582770311,-0.7608953620949371,-0.6112985171591127,0.08479820974861821,0.2004036788208087,50.0,0.0621959427975163,0
24,13,spray,0,-0.09897567485047735,-0.017354161646690795,-0.2666258298240412,0.096226754674,0.008261212668,0.3740580724161375,-0.20129841976887802,0.9052952582770311,0.2750823975656601,-0.21865258141556881,0.6386694284529899,-0.3740580724161375,0.20129841976887802,-0.9052952582770311,-0.4241332285129679,-0.8790669107694146,-0.009607079020577232,0.21739382441591318,50.0,0.0621959427975163,1
25,13,spray,1,-0.01320326752662452,0.01994515608326449,-0.28572103620322437,0.009003209801999992,0.024464856797,-0.21190719979420206,0.3448171853345216,0.9144377766547915,-0.22511046732082657,0.3647623414177861,0.6287167404515672,0.21190719979420206,-0.3448171853345216,-0.9144377766547915,-0.40275608888761316,-0.891631325824384,0.11601468161514567,-0.1712358178721398,50.0,0.07756688851034027,1
26,14,transition,0,-0.013203267526624528,0.019945156083264488,-0.2857210362032244,0.009003209802,0.024464856797,-0.21190719979420206,0.3448171853345216,0.9144377766547915,-0.2251104673208266,0.3647623414177861,0.6287167404515671,0.21190719979420206,-0.3448171853345216,-0.9144377766547915,-0.9556673367723885,-0.20956819833592577,-0.0680356784496764,-0.19532603034541118,50.0,0.07756688851034027,0
