trajectory_index,u,v,x,y,z
241,-37.1877587758715,-140.0890962113006,-91.70333383890025,274.76526157657383,-39.54917596759621
242,-35.633163128051,-140.605736292179,-91.33767389092087,280.9365901633495,-40.233277260026526
243,-36.74157070870934,-139.2038007732309,-91.10538124859805,220.45393443564993,-40.66786600214388
244,-37.849978289367684,-137.8018652542828,-90.98039485023163,158.88063093458035,-40.901698985852306
245,-38.95838587002602,-136.39992973533472,-90.80118644295689,93.07769261518149,-41.23697416080235
246,-40.066793450684365,-134.99799421638662,-90.77509550143665,35.828183302870954,-41.2857868538887
247,-41.1752010313427,-133.59605869743854,-90.60143477916235,-28.883609549201665,-41.622200100499285
248,-42.28360861200104,-132.19412317849046,-90.35213079089003,-112.32415130614021,-42.23493578976747
249,-43.39201619265938,-130.79218765954235,-91.00451016271602,-127.1918093818235,-41.75950104426029
250,-44.50042377331772,-129.39025214059427,-91.28763894552661,-174.66692908239247,-41.75417198891034
251,-45.60883135397606,-127.98831662164618,-91.7502108389018,-195.07775207770524,-40.27558980704753
252,-46.7172389346344,-126.58638110269808,-91.59338689903684,-278.60028895080103,-40.887679733343695
253,-47.825646515292746,-125.18444558375,-91.53918085224765,-343.33351772681624,-41.06637309612732
254,-48.93405409595108,-123.78251006480191,-91.98209873938156,-342.7867028130072,-39.606268709678375
255,-50.04246167660942,-122.38057454585382,-92.14619362581867,-381.8868898643986,-39.06532044265056
256,-51.150869257267765,-120.97863902690573,-92.18086169373103,-432.534826292145,-38.951035155244185
257,-52.2592768379261,-119.57670350795765,-92.38826937973836,-473.5019215877017,-38.26730374380318
258,-53.367684418584446,-118.17476798900955,-91.95201420013066,-532.3977365673558,-39.705444130225835
259,-54.47609199924278,-116.77283247006146,-91.57088485726372,-673.6341768723316,-40.961859013186015
260,-55.58449957990112,-115.37089695111337,-92.10153158469622,-656.7482363330781,-39.212551439737894
261,-56.69290716055946,-113.96896143216529,-91.32440698913379,-827.9270892952587,-41.77438753568002
262,-57.8013147412178,-112.5670259132172,-90.07067783478178,-1030.4512276284904,-45.907378076056794
263,-58.909722321876146,-111.1650903942691,-90.20778250194873,-1111.2404257486655,-45.455404625112145
264,-60.01812990253448,-109.763154875321,-91.57257170617468,-1034.9414528111622,-41.186625297954734
265,-61.12653748319282,-108.36121935637291,-90.80005264810589,-965.9854201190378,-37.902489143900084
266,-62.23494506385116,-106.95928383742483,-91.97858976916781,-965.1224168513656,-35.43449865312515
267,-63.3433526445095,-105.55734831847674,-92.93797700926729,-835.1758462571631,-29.81436778428691
268,-64.45176022516785,-104.15541279952865,-96.02763940738892,-1071.8751019438002,-34.10035221717322
269,-65.56016780582618,-102.75347728058057,-95.96034135038008,-1308.3497582881764,-41.01537280788928
270,-66.66857538648452,-101.35154176163246,-96.54691637033152,-1165.6680851092574,-35.05977229561171
271,-67.77698296714286,-99.94960624268438,-95.45091689305427,-1668.1948390240252,-46.18764993497753
272,-68.8853905478012,-98.5476707237363,-96.29388631151218,-1384.4844689202646,-37.62883148952607
273,-69.99379812845953,-97.1457352047882,-95.95961487031516,-1652.445821755069,-41.02274888921104
274,-71.10220570911788,-95.74379968584012,-94.61514303739635,-2109.5726000930085,-54.67341055144149
275,-72.21061328977622,-94.34186416689202,-95.77276939608262,-1665.0540101019467,-42.91982422349129
276,-73.31902087043457,-92.93992864794393,-94.53962537088212,-2243.7775578090605,-55.440154851962106
277,-74.42742845109291,-91.53799312899585,-91.86272866229291,-3438.9396175825427,-82.61916327667755
278,-75.53583603175124,-90.13605761004776,-89.93196298952384,-2763.2604649245195,-72.80383361800747
279,-76.64424361240958,-88.73412209109966,-88.05371529961089,-757.6955033969666,-29.781774521465554
280,-77.75265119306792,-87.33218657215157,-82.34839964208496,1054.590959708936,21.315695089624533
281,-78.86105877372626,-85.93025105320348,-86.14261158014047,-489.80671451064154,-2.275444472774231
282,-79.9694663543846,-84.5283155342554,-97.46836221449418,449.1852893786338,25.704168741294726
283,-81.07787393504293,-83.1263800153073,-81.88291269782906,7358.682758589706,183.94600988415027
284,-82.18628151570128,-81.72444449635921,-84.4924382970597,6286.977323082806,157.4510323161192
285,-83.29468909635962,-80.32250897741113,-85.59003483266056,6063.890674233965,146.3069394595275
286,-84.40309667701797,-78.92057345846302,-84.8315968155787,5978.011298567912,154.00749555112202
287,-85.51150425767631,-77.51863793951495,-79.77746456404111,7945.825154966611,205.32299928475499
