sample_index,face_index,u,v,x,y,z
217,8,137.55371624831633,32.794048516026116,78.58391286296481,62.189540751486945,-61.1171100892561
218,6,144.6405548562344,7.014935236082118,68.65393927889957,254.00799802061331,-72.39859937960446
219,25,-48.89148524956924,136.16777806175205,50.9656546448289,96.23383485387888,85.6010956975358
220,42,-138.2026461981044,-43.56225148571909,-85.53118638877993,1.2143058620291194,51.096445694647386
221,38,-139.7771959089648,-15.522545025938447,-70.21560506701559,270.7335318702588,71.11697388263693
222,63,116.94256492362736,-81.82214738312179,8.28032488394174,144.80032021343723,-99.18445978302444
223,38,-146.39368864969362,-3.713326352276048,-67.41930017738679,3.5194780217921457,73.41184111422739
224,56,30.319788993952223,-138.78592469559604,-60.78993810331971,123.48101524860579,-78.8524158693446
225,54,14.256592390815435,-145.60240096968226,-71.63224758032415,273.360393561269,-69.58774200787848
226,25,-53.11867984869867,130.9347657215587,46.591792179073295,208.9019816667405,87.93897510135263
227,8,136.0379190094555,39.26329331090227,81.35371278467665,53.19066396965989,-57.7420978193705
228,58,54.90600350505707,-132.01324471831555,-46.207347556268786,148.570276176486,-88.1444651396425
229,8,139.82371289321281,26.087278290080743,76.06529984492126,111.74840651906656,-64.18605011353665
230,55,24.989045214895732,-140.6715668972162,-64.28912294848863,155.9143280199095,-75.98071018795083
231,4,143.10715171519743,-21.85596335759874,52.27828014003893,229.9380107234381,-84.89948239025816
232,55,22.62367110176665,-141.2202972720612,-65.75105730276928,167.51327391428265,-74.78093213198197
233,48,-71.18701219017336,-122.56202870299323,-98.10593657243973,30.425395526018537,-19.230762879056407
234,34,-136.5270461350476,50.14824672717343,-33.59900178871055,73.99759639668075,93.80438349982636
235,8,138.669044755172,30.884852633893797,77.99800778590293,88.34234152318633,-61.83103776633178
236,58,53.66317164178931,-130.85704526469678,-46.29523409779768,99.32625990198363,-88.09748878020693
237,28,-87.61086691226774,113.62533415987814,21.650244387727213,136.26756206138037,97.42899995262016
238,15,86.3630935620812,114.19069325732265,99.58736188256117,141.67521835975487,4.189588202728619
239,26,-62.17407344619555,128.79592692431763,41.74684864860136,144.48583470917723,90.52865271038304
240,35,-138.4754050889018,17.842830354270852,-51.49473414395402,280.5927244916238,85.31829666723463
241,27,-72.98384269903569,117.38533651948956,30.897008895820562,276.7269716282403,94.62402420105064
242,50,-52.077141826848475,-132.74943526867366,-94.685635863603,161.66007704145292,-30.693902493116372
243,18,57.33669677730232,131.99529013732652,95.90215900613953,110.12248782535549,26.683563718748477
244,34,-137.38375967150782,47.580778330742234,-35.64077516403442,68.51622299319574,93.18501822855
245,45,-96.02670308085332,-105.31230563015286,-99.33276213394221,237.48018660608935,6.774584736379892
